session;Raw_Cluster;Macro_Cluster;k_aircraft;k_operator;k_mission
3156268;37;Cluster 1 (Majeur A);52524;83;1
3156317;31;Cluster 3 (Mineur A);50440;83;1
3156320;37;Cluster 1 (Majeur A);48091;83;1
3156323;37;Cluster 1 (Majeur A);41621;83;1
3156324;37;Cluster 1 (Majeur A);41620;83;1
3156445;31;Cluster 3 (Mineur A);50440;83;1
3156449;37;Cluster 1 (Majeur A);52520;112;1
3156607;37;Cluster 1 (Majeur A);41621;83;1
3156609;37;Cluster 1 (Majeur A);52523;83;1
3156611;37;Cluster 1 (Majeur A);52524;83;1
3156667;37;Cluster 1 (Majeur A);50440;83;1
3156669;41;Cluster 4 (Mineur B);46875;112;1
3156768;37;Cluster 1 (Majeur A);52522;83;1
3156818;37;Cluster 1 (Majeur A);41624;81;1
3156836;37;Cluster 1 (Majeur A);52524;83;1
3156892;35;Cluster 5 (Outliers);48109;20;-2
3156965;39;Cluster 2 (Majeur B);46852;20;-2
3157118;39;Cluster 2 (Majeur B);39023;298;1
3157119;37;Cluster 1 (Majeur A);48091;83;1
3157149;39;Cluster 2 (Majeur B);46852;20;-2
3157203;37;Cluster 1 (Majeur A);41622;81;1
3157204;37;Cluster 1 (Majeur A);41622;81;1
3157308;37;Cluster 1 (Majeur A);45401;81;1
3157371;37;Cluster 1 (Majeur A);41621;83;1
3157373;37;Cluster 1 (Majeur A);52522;83;1
3157375;37;Cluster 1 (Majeur A);52522;83;1
3157377;37;Cluster 1 (Majeur A);41621;83;1
3157378;37;Cluster 1 (Majeur A);52524;83;1
3157405;39;Cluster 2 (Majeur B);46852;20;-2
3157447;39;Cluster 2 (Majeur B);46855;10;1
3157459;39;Cluster 2 (Majeur B);48109;20;-2
3157464;37;Cluster 1 (Majeur A);52520;112;1
3157526;37;Cluster 1 (Majeur A);46433;10;1
3157561;31;Cluster 3 (Mineur A);50440;83;1
3157564;37;Cluster 1 (Majeur A);41621;83;1
3157628;17;Cluster 5 (Outliers);48382;81;1
3157631;16;Cluster 5 (Outliers);48382;81;1
3157676;37;Cluster 1 (Majeur A);48382;81;1
3157678;37;Cluster 1 (Majeur A);52524;83;1
3157768;37;Cluster 1 (Majeur A);52522;83;1
3157771;37;Cluster 1 (Majeur A);41620;83;1
3157799;37;Cluster 1 (Majeur A);41620;83;1
3157931;39;Cluster 2 (Majeur B);39023;298;1
3157941;39;Cluster 2 (Majeur B);39023;298;1
3157945;39;Cluster 2 (Majeur B);46859;335;1
3157948;39;Cluster 2 (Majeur B);52255;298;1
3157958;37;Cluster 1 (Majeur A);50825;335;1
3157961;34;Cluster 5 (Outliers);46852;20;-2
3157977;37;Cluster 1 (Majeur A);54806;394;1
3157984;39;Cluster 2 (Majeur B);56585;12;3
3157986;39;Cluster 2 (Majeur B);39023;298;1
3157999;37;Cluster 1 (Majeur A);54806;394;1
3158022;39;Cluster 2 (Majeur B);48109;20;-2
3158180;39;Cluster 2 (Majeur B);46863;20;-2
3158293;37;Cluster 1 (Majeur A);48090;3;1
3158312;39;Cluster 2 (Majeur B);48380;20;-2
3158313;39;Cluster 2 (Majeur B);39023;298;1
3158336;39;Cluster 2 (Majeur B);41623;161;1
3158344;37;Cluster 1 (Majeur A);46450;3;1
3158346;37;Cluster 1 (Majeur A);46450;3;1
3158347;37;Cluster 1 (Majeur A);46450;3;1
3158350;37;Cluster 1 (Majeur A);46874;10;1
3158351;37;Cluster 1 (Majeur A);52521;10;1
3158352;39;Cluster 2 (Majeur B);46852;20;-2
3158354;39;Cluster 2 (Majeur B);46852;20;-2
3158359;39;Cluster 2 (Majeur B);41622;81;1
3158361;37;Cluster 1 (Majeur A);41622;81;1
3158362;39;Cluster 2 (Majeur B);41560;81;1
3158364;39;Cluster 2 (Majeur B);41560;81;1
3158365;39;Cluster 2 (Majeur B);41559;81;1
3158401;37;Cluster 1 (Majeur A);50826;3;1
3158402;37;Cluster 1 (Majeur A);50670;3;1
3158403;37;Cluster 1 (Majeur A);48090;3;1
3158404;37;Cluster 1 (Majeur A);52519;3;1
3158405;39;Cluster 2 (Majeur B);50670;3;1
3158406;39;Cluster 2 (Majeur B);50826;3;1
3158409;39;Cluster 2 (Majeur B);48117;10;1
3158411;39;Cluster 2 (Majeur B);48380;20;-2
3158412;37;Cluster 1 (Majeur A);41559;81;1
3158413;39;Cluster 2 (Majeur B);46890;81;1
3158423;39;Cluster 2 (Majeur B);46863;20;-2
3158427;39;Cluster 2 (Majeur B);46890;81;1
3158429;22;Cluster 5 (Outliers);48382;81;1
3158430;37;Cluster 1 (Majeur A);46851;81;1
3158436;37;Cluster 1 (Majeur A);52521;10;1
3158463;37;Cluster 1 (Majeur A);41621;83;1
3158464;37;Cluster 1 (Majeur A);48091;83;1
3158465;37;Cluster 1 (Majeur A);48091;83;1
3158472;37;Cluster 1 (Majeur A);46829;3;1
3158473;39;Cluster 2 (Majeur B);46852;20;-2
3158480;37;Cluster 1 (Majeur A);41621;83;1
3158481;31;Cluster 3 (Mineur A);50440;83;1
3158495;37;Cluster 1 (Majeur A);50826;3;1
3158496;39;Cluster 2 (Majeur B);48117;10;1
3158523;37;Cluster 1 (Majeur A);52522;83;1
3158534;37;Cluster 1 (Majeur A);46450;3;1
3158550;4;Cluster 5 (Outliers);50440;83;1
3158557;39;Cluster 2 (Majeur B);45401;81;1
3158558;37;Cluster 1 (Majeur A);52522;83;1
3158560;41;Cluster 4 (Mineur B);46875;112;1
3158561;41;Cluster 4 (Mineur B);46875;112;1
3158562;41;Cluster 4 (Mineur B);46875;112;1
3158563;41;Cluster 4 (Mineur B);46875;112;1
3158574;37;Cluster 1 (Majeur A);46874;10;1
3158618;37;Cluster 1 (Majeur A);41620;83;1
3158622;37;Cluster 1 (Majeur A);48382;81;1
3158647;39;Cluster 2 (Majeur B);41559;81;1
3158650;37;Cluster 1 (Majeur A);48091;83;1
3158651;37;Cluster 1 (Majeur A);41621;83;1
3158666;39;Cluster 2 (Majeur B);50440;83;1
3158675;39;Cluster 2 (Majeur B);52254;298;1
3158676;39;Cluster 2 (Majeur B);52254;298;1
3158680;37;Cluster 1 (Majeur A);50825;335;1
3158682;39;Cluster 2 (Majeur B);46896;20;-2
3158685;39;Cluster 2 (Majeur B);52255;298;1
3158686;39;Cluster 2 (Majeur B);52255;298;1
3158698;39;Cluster 2 (Majeur B);48109;20;-2
3158700;37;Cluster 1 (Majeur A);54806;394;1
3158701;37;Cluster 1 (Majeur A);54806;394;1
3158714;37;Cluster 1 (Majeur A);46859;335;1
3158715;39;Cluster 2 (Majeur B);46852;20;-2
3158761;40;Cluster 5 (Outliers);48380;20;-2
3158762;39;Cluster 2 (Majeur B);46863;20;-2
3158763;39;Cluster 2 (Majeur B);41560;81;1
3158797;37;Cluster 1 (Majeur A);48090;3;1
3158800;39;Cluster 2 (Majeur B);46874;10;1
3158802;39;Cluster 2 (Majeur B);46874;10;1
3158803;37;Cluster 1 (Majeur A);46855;10;1
3158808;39;Cluster 2 (Majeur B);46863;20;-2
3158813;22;Cluster 5 (Outliers);45401;81;1
3158814;39;Cluster 2 (Majeur B);41622;81;1
3158815;39;Cluster 2 (Majeur B);41622;81;1
3158958;39;Cluster 2 (Majeur B);41623;161;1
3158959;39;Cluster 2 (Majeur B);41623;161;1
3158987;39;Cluster 2 (Majeur B);50670;3;1
3158988;37;Cluster 1 (Majeur A);52519;3;1
3158991;37;Cluster 1 (Majeur A);48117;10;1
3159073;39;Cluster 2 (Majeur B);41560;81;1
3159075;39;Cluster 2 (Majeur B);46515;81;1
3159254;39;Cluster 2 (Majeur B);48090;3;1
3159350;39;Cluster 2 (Majeur B);46890;81;1
3159351;37;Cluster 1 (Majeur A);46851;81;1
3159353;39;Cluster 2 (Majeur B);41622;81;1
3159354;39;Cluster 2 (Majeur B);46890;81;1
3159361;37;Cluster 1 (Majeur A);52522;83;1
3159362;39;Cluster 2 (Majeur B);48091;83;1
3159363;37;Cluster 1 (Majeur A);41621;83;1
3159784;39;Cluster 2 (Majeur B);41623;161;1
3159864;39;Cluster 2 (Majeur B);46829;3;1
3159868;39;Cluster 2 (Majeur B);48090;3;1
3159869;37;Cluster 1 (Majeur A);46450;3;1
3159870;39;Cluster 2 (Majeur B);50670;3;1
3159888;37;Cluster 1 (Majeur A);48117;10;1
3159981;40;Cluster 5 (Outliers);46896;20;-2
3160008;39;Cluster 2 (Majeur B);41624;81;1
3160013;42;Cluster 5 (Outliers);46515;81;1
3160014;39;Cluster 2 (Majeur B);41560;81;1
3160029;8;Cluster 5 (Outliers);41624;81;1
3160036;37;Cluster 1 (Majeur A);41621;83;1
3160037;39;Cluster 2 (Majeur B);50440;83;1
3160040;37;Cluster 1 (Majeur A);41620;83;1
3160043;37;Cluster 1 (Majeur A);52522;83;1
3160044;37;Cluster 1 (Majeur A);41621;83;1
3160045;39;Cluster 2 (Majeur B);50440;83;1
3160046;39;Cluster 2 (Majeur B);48091;83;1
3160047;37;Cluster 1 (Majeur A);52522;83;1
3160262;37;Cluster 1 (Majeur A);48090;3;1
3160390;39;Cluster 2 (Majeur B);45401;81;1
3160394;31;Cluster 3 (Mineur A);50440;83;1
3160395;37;Cluster 1 (Majeur A);41620;83;1
3160396;37;Cluster 1 (Majeur A);52524;83;1
3160397;24;Cluster 5 (Outliers);52523;83;1
3160398;44;Cluster 5 (Outliers);52523;83;1
3160423;39;Cluster 2 (Majeur B);48117;10;1
3160536;39;Cluster 2 (Majeur B);50440;83;1
3160623;37;Cluster 1 (Majeur A);54806;394;1
3160655;39;Cluster 2 (Majeur B);50825;335;1
3160656;37;Cluster 1 (Majeur A);50825;335;1
3160658;39;Cluster 2 (Majeur B);46863;20;-2
3160659;41;Cluster 4 (Mineur B);46896;20;-2
3160661;39;Cluster 2 (Majeur B);39023;298;1
3160707;39;Cluster 2 (Majeur B);52255;298;1
3160708;39;Cluster 2 (Majeur B);52255;298;1
3160770;39;Cluster 2 (Majeur B);48380;20;-2
3160893;39;Cluster 2 (Majeur B);46896;20;-2
3160897;39;Cluster 2 (Majeur B);39023;298;1
3161022;39;Cluster 2 (Majeur B);41623;161;1
3161073;37;Cluster 1 (Majeur A);46450;3;1
3161074;37;Cluster 1 (Majeur A);52519;3;1
3161078;37;Cluster 1 (Majeur A);46874;10;1
3161130;39;Cluster 2 (Majeur B);46896;20;-2
3161132;39;Cluster 2 (Majeur B);46863;20;-2
3161134;39;Cluster 2 (Majeur B);48380;20;-2
3161139;37;Cluster 1 (Majeur A);41559;81;1
3161140;39;Cluster 2 (Majeur B);41559;81;1
3161142;37;Cluster 1 (Majeur A);46851;81;1
3161418;37;Cluster 1 (Majeur A);54806;394;1
3161436;37;Cluster 1 (Majeur A);41623;161;1
3161562;37;Cluster 1 (Majeur A);50826;3;1
3161563;37;Cluster 1 (Majeur A);46829;3;1
3161564;37;Cluster 1 (Majeur A);48090;3;1
3161570;37;Cluster 1 (Majeur A);48117;10;1
3161601;37;Cluster 1 (Majeur A);41621;83;1
3161602;37;Cluster 1 (Majeur A);52522;83;1
3161603;37;Cluster 1 (Majeur A);41620;83;1
3161919;37;Cluster 1 (Majeur A);50826;3;1
3161920;37;Cluster 1 (Majeur A);46450;3;1
3161921;37;Cluster 1 (Majeur A);46829;3;1
3161927;39;Cluster 2 (Majeur B);48117;10;1
3162098;6;Cluster 5 (Outliers);50440;83;1
3162403;39;Cluster 2 (Majeur B);46433;10;1
3162561;41;Cluster 4 (Mineur B);46875;112;1
3162905;28;Cluster 5 (Outliers);52524;83;1
3162936;39;Cluster 2 (Majeur B);46896;20;-2
3162961;39;Cluster 2 (Majeur B);39023;298;1
3162970;39;Cluster 2 (Majeur B);48382;81;1
3162973;39;Cluster 2 (Majeur B);41560;81;1
3162977;21;Cluster 5 (Outliers);45401;81;1
3162991;22;Cluster 5 (Outliers);48382;81;1
3163000;37;Cluster 1 (Majeur A);54806;394;1
3163001;37;Cluster 1 (Majeur A);54806;394;1
3163042;39;Cluster 2 (Majeur B);48380;20;-2
3163043;39;Cluster 2 (Majeur B);48109;20;-2
3163045;39;Cluster 2 (Majeur B);52255;298;1
3163175;37;Cluster 1 (Majeur A);41623;161;1
3163263;39;Cluster 2 (Majeur B);41622;81;1
3163265;39;Cluster 2 (Majeur B);46851;81;1
3163425;39;Cluster 2 (Majeur B);52519;3;1
3163428;39;Cluster 2 (Majeur B);50826;3;1
3163429;39;Cluster 2 (Majeur B);46450;3;1
3163440;37;Cluster 1 (Majeur A);48117;10;1
3163441;39;Cluster 2 (Majeur B);46874;10;1
3163477;34;Cluster 5 (Outliers);46896;20;-2
3163478;39;Cluster 2 (Majeur B);52255;298;1
3163483;39;Cluster 2 (Majeur B);41559;81;1
3163744;37;Cluster 1 (Majeur A);41623;161;1
3163905;37;Cluster 1 (Majeur A);50826;3;1
3163907;39;Cluster 2 (Majeur B);52519;3;1
3163931;39;Cluster 2 (Majeur B);46863;20;-2
3163938;39;Cluster 2 (Majeur B);41559;81;1
3163939;39;Cluster 2 (Majeur B);41622;81;1
3163942;39;Cluster 2 (Majeur B);41560;81;1
3163946;37;Cluster 1 (Majeur A);52524;83;1
3163948;37;Cluster 1 (Majeur A);52522;83;1
3163949;37;Cluster 1 (Majeur A);41621;83;1
3164200;39;Cluster 2 (Majeur B);41559;81;1
3164205;37;Cluster 1 (Majeur A);41621;83;1
3164206;37;Cluster 1 (Majeur A);52522;83;1
3164207;6;Cluster 5 (Outliers);50440;83;1
3164208;37;Cluster 1 (Majeur A);52522;83;1
3164209;37;Cluster 1 (Majeur A);41621;83;1
3164210;39;Cluster 2 (Majeur B);50440;83;1
3164212;41;Cluster 4 (Mineur B);46875;112;1
3164213;41;Cluster 4 (Mineur B);46875;112;1
3164214;37;Cluster 1 (Majeur A);49458;112;1
3164308;39;Cluster 2 (Majeur B);41623;161;1
3164314;37;Cluster 1 (Majeur A);50670;3;1
3164328;22;Cluster 5 (Outliers);45401;81;1
3164387;37;Cluster 1 (Majeur A);52523;83;1
3164415;39;Cluster 2 (Majeur B);48117;10;1
3164441;39;Cluster 2 (Majeur B);50440;83;1
3164598;39;Cluster 2 (Majeur B);46863;20;-2
3164601;39;Cluster 2 (Majeur B);52255;298;1
3164619;39;Cluster 2 (Majeur B);50825;335;1
3164630;37;Cluster 1 (Majeur A);54806;394;1
3164633;37;Cluster 1 (Majeur A);54806;394;1
3164728;39;Cluster 2 (Majeur B);46852;20;-2
3164729;39;Cluster 2 (Majeur B);46896;20;-2
3164735;39;Cluster 2 (Majeur B);45401;81;1
3164736;39;Cluster 2 (Majeur B);45401;81;1
3164826;39;Cluster 2 (Majeur B);41623;161;1
3164876;37;Cluster 1 (Majeur A);46829;3;1
3164877;37;Cluster 1 (Majeur A);52519;3;1
3164878;39;Cluster 2 (Majeur B);46874;10;1
3164901;37;Cluster 1 (Majeur A);46890;81;1
3164902;37;Cluster 1 (Majeur A);41622;81;1
3164903;39;Cluster 2 (Majeur B);41622;81;1
3164904;39;Cluster 2 (Majeur B);41560;81;1
3164906;39;Cluster 2 (Majeur B);46890;81;1
3165121;37;Cluster 1 (Majeur A);46450;3;1
3165147;39;Cluster 2 (Majeur B);52255;298;1
3165149;39;Cluster 2 (Majeur B);39023;298;1
3165154;37;Cluster 1 (Majeur A);41559;81;1
3165155;37;Cluster 1 (Majeur A);41559;81;1
3165157;39;Cluster 2 (Majeur B);41622;81;1
3165159;39;Cluster 2 (Majeur B);46890;81;1
3165160;37;Cluster 1 (Majeur A);41560;81;1
3165356;37;Cluster 1 (Majeur A);46523;12;3
3165357;39;Cluster 2 (Majeur B);46521;12;3
3165358;12;Cluster 5 (Outliers);46523;12;3
3165359;31;Cluster 3 (Mineur A);46523;12;3
3165361;33;Cluster 5 (Outliers);46521;12;3
3165364;52;Cluster 5 (Outliers);46521;12;3
3165365;37;Cluster 1 (Majeur A);46521;12;3
3165366;39;Cluster 2 (Majeur B);46521;12;3
3165371;15;Cluster 5 (Outliers);46523;12;3
3165372;37;Cluster 1 (Majeur A);46523;12;3
3165376;37;Cluster 1 (Majeur A);46523;12;3
3165381;51;Cluster 5 (Outliers);46523;12;3
3165382;39;Cluster 2 (Majeur B);46521;12;3
3165389;20;Cluster 5 (Outliers);46523;12;3
3165390;39;Cluster 2 (Majeur B);46521;12;3
3165431;37;Cluster 1 (Majeur A);46829;3;1
3165441;37;Cluster 1 (Majeur A);48117;10;1
3165443;37;Cluster 1 (Majeur A);46874;10;1
3165541;37;Cluster 1 (Majeur A);41620;83;1
3165542;37;Cluster 1 (Majeur A);52522;83;1
3165544;39;Cluster 2 (Majeur B);52524;83;1
3165545;37;Cluster 1 (Majeur A);52522;83;1
3165547;37;Cluster 1 (Majeur A);41620;83;1
3165553;37;Cluster 1 (Majeur A);52523;83;1
3165863;37;Cluster 1 (Majeur A);46829;3;1
3165865;37;Cluster 1 (Majeur A);52519;3;1
3166062;37;Cluster 1 (Majeur A);41560;81;1
3166069;39;Cluster 2 (Majeur B);54811;83;1
3166076;33;Cluster 5 (Outliers);52522;83;1
3166081;37;Cluster 1 (Majeur A);52524;83;1
3166087;41;Cluster 4 (Mineur B);46875;112;1
3166225;31;Cluster 3 (Mineur A);50440;83;1
3166227;16;Cluster 5 (Outliers);41620;83;1
3166493;37;Cluster 1 (Majeur A);54806;394;1
3166567;37;Cluster 1 (Majeur A);50378;277;3
3166568;39;Cluster 2 (Majeur B);50378;277;3
3166569;39;Cluster 2 (Majeur B);50378;277;3
3166571;37;Cluster 1 (Majeur A);41560;81;1
3166638;37;Cluster 1 (Majeur A);46433;10;1
3166794;37;Cluster 1 (Majeur A);52522;83;1
3166945;37;Cluster 1 (Majeur A);50440;83;1
3167066;39;Cluster 2 (Majeur B);48380;20;-2
3167067;37;Cluster 1 (Majeur A);41624;81;1
3167069;31;Cluster 3 (Mineur A);50440;83;1
3167070;37;Cluster 1 (Majeur A);52522;83;1
3167240;37;Cluster 1 (Majeur A);41560;81;1
3167246;37;Cluster 1 (Majeur A);46875;112;1
3167285;31;Cluster 3 (Mineur A);50440;83;1
3167315;37;Cluster 1 (Majeur A);52523;83;1
3167358;31;Cluster 3 (Mineur A);50440;83;1
3167397;37;Cluster 1 (Majeur A);46875;112;1
3167696;39;Cluster 2 (Majeur B);41623;161;1
3167712;45;Cluster 5 (Outliers);54811;83;1
3167713;37;Cluster 1 (Majeur A);52522;83;1
3167770;39;Cluster 2 (Majeur B);50670;3;1
3167773;37;Cluster 1 (Majeur A);46450;3;1
3167893;37;Cluster 1 (Majeur A);52522;83;1
3167896;37;Cluster 1 (Majeur A);52522;83;1
3167898;28;Cluster 5 (Outliers);41620;83;1
3167987;37;Cluster 1 (Majeur A);52254;298;1
3167996;37;Cluster 1 (Majeur A);41620;83;1
3168002;39;Cluster 2 (Majeur B);41620;83;1
3168004;31;Cluster 3 (Mineur A);50440;83;1
3168040;39;Cluster 2 (Majeur B);41623;161;1
3168068;37;Cluster 1 (Majeur A);48382;81;1
3168069;39;Cluster 2 (Majeur B);48382;81;1
3168073;37;Cluster 1 (Majeur A);41621;83;1
3168154;6;Cluster 5 (Outliers);50440;83;1
3168189;37;Cluster 1 (Majeur A);46841;3;1
3168206;24;Cluster 5 (Outliers);52524;83;1
3168294;31;Cluster 3 (Mineur A);50440;83;1
3168387;39;Cluster 2 (Majeur B);52254;298;1
3168388;39;Cluster 2 (Majeur B);52254;298;1
3168396;37;Cluster 1 (Majeur A);46523;12;3
3168397;37;Cluster 1 (Majeur A);46521;12;3
3168400;37;Cluster 1 (Majeur A);46523;12;3
3168401;37;Cluster 1 (Majeur A);46521;12;3
3168405;39;Cluster 2 (Majeur B);46859;335;1
3168408;39;Cluster 2 (Majeur B);48109;20;-2
3168451;39;Cluster 2 (Majeur B);48380;20;-2
3168453;39;Cluster 2 (Majeur B);48380;20;-2
3168471;37;Cluster 1 (Majeur A);54806;394;1
3168472;37;Cluster 1 (Majeur A);54806;394;1
3168487;39;Cluster 2 (Majeur B);46896;20;-2
3168488;39;Cluster 2 (Majeur B);39023;298;1
3169072;37;Cluster 1 (Majeur A);48090;3;1
3169073;37;Cluster 1 (Majeur A);46829;3;1
3169074;37;Cluster 1 (Majeur A);46450;3;1
3169075;37;Cluster 1 (Majeur A);48090;3;1
3169077;37;Cluster 1 (Majeur A);48117;10;1
3169122;39;Cluster 2 (Majeur B);46852;20;-2
3169123;39;Cluster 2 (Majeur B);46863;20;-2
3169126;37;Cluster 1 (Majeur A);39023;298;1
3169127;39;Cluster 2 (Majeur B);39023;298;1
3169136;39;Cluster 2 (Majeur B);41622;81;1
3169138;39;Cluster 2 (Majeur B);41559;81;1
3169139;39;Cluster 2 (Majeur B);41560;81;1
3169142;39;Cluster 2 (Majeur B);41622;81;1
3169144;39;Cluster 2 (Majeur B);46890;81;1
3169147;33;Cluster 5 (Outliers);52522;83;1
3169295;11;Cluster 5 (Outliers);41623;161;1
3169318;37;Cluster 1 (Majeur A);52519;3;1
3169320;37;Cluster 1 (Majeur A);46829;3;1
3169325;39;Cluster 2 (Majeur B);46874;10;1
3169328;37;Cluster 1 (Majeur A);46855;10;1
3169329;37;Cluster 1 (Majeur A);48117;10;1
3169330;37;Cluster 1 (Majeur A);46433;10;1
3169331;37;Cluster 1 (Majeur A);48112;10;1
3169401;39;Cluster 2 (Majeur B);41622;81;1
3169416;37;Cluster 1 (Majeur A);41621;83;1
3169420;39;Cluster 2 (Majeur B);52524;83;1
3169421;37;Cluster 1 (Majeur A);41620;83;1
3169940;39;Cluster 2 (Majeur B);46890;81;1
3169965;37;Cluster 1 (Majeur A);54811;83;1
3169968;37;Cluster 1 (Majeur A);41620;83;1
3170093;37;Cluster 1 (Majeur A);52524;83;1
3170146;39;Cluster 2 (Majeur B);46859;335;1
3170148;39;Cluster 2 (Majeur B);39023;298;1
3170218;37;Cluster 1 (Majeur A);46841;3;1
3170221;37;Cluster 1 (Majeur A);50825;335;1
3170240;39;Cluster 2 (Majeur B);50440;83;1
3170241;6;Cluster 5 (Outliers);50440;83;1
3170242;39;Cluster 2 (Majeur B);50440;83;1
3170276;37;Cluster 1 (Majeur A);54806;394;1
3170277;37;Cluster 1 (Majeur A);54806;394;1
3170321;39;Cluster 2 (Majeur B);52255;298;1
3170374;37;Cluster 1 (Majeur A);41623;161;1
3170410;37;Cluster 1 (Majeur A);46450;3;1
3170411;37;Cluster 1 (Majeur A);52519;3;1
3170412;37;Cluster 1 (Majeur A);48090;3;1
3170413;37;Cluster 1 (Majeur A);50670;3;1
3170415;37;Cluster 1 (Majeur A);46855;10;1
3170417;37;Cluster 1 (Majeur A);46874;10;1
3170418;37;Cluster 1 (Majeur A);48117;10;1
3170419;37;Cluster 1 (Majeur A);46874;10;1
3170420;37;Cluster 1 (Majeur A);48117;10;1
3170421;37;Cluster 1 (Majeur A);48112;10;1
3170436;39;Cluster 2 (Majeur B);39023;298;1
3170459;39;Cluster 2 (Majeur B);41559;81;1
3170460;37;Cluster 1 (Majeur A);41622;81;1
3170463;37;Cluster 1 (Majeur A);41622;81;1
3170466;39;Cluster 2 (Majeur B);45401;81;1
3170467;20;Cluster 5 (Outliers);45401;81;1
3170757;37;Cluster 1 (Majeur A);41623;161;1
3170758;37;Cluster 1 (Majeur A);41623;161;1
3170841;37;Cluster 1 (Majeur A);46450;3;1
3170842;37;Cluster 1 (Majeur A);50670;3;1
3170843;37;Cluster 1 (Majeur A);52519;3;1
3170844;37;Cluster 1 (Majeur A);46450;3;1
3170845;37;Cluster 1 (Majeur A);50670;3;1
3170846;37;Cluster 1 (Majeur A);52519;3;1
3170888;37;Cluster 1 (Majeur A);46890;81;1
3170889;39;Cluster 2 (Majeur B);41622;81;1
3170891;37;Cluster 1 (Majeur A);41560;81;1
3170895;37;Cluster 1 (Majeur A);46851;81;1
3170901;37;Cluster 1 (Majeur A);52522;83;1
3170906;37;Cluster 1 (Majeur A);52524;83;1
3170910;43;Cluster 5 (Outliers);54811;83;1
3171368;39;Cluster 2 (Majeur B);48382;81;1
3171371;39;Cluster 2 (Majeur B);48382;81;1
3171379;17;Cluster 5 (Outliers);48382;81;1
3171388;37;Cluster 1 (Majeur A);41621;83;1
3171389;37;Cluster 1 (Majeur A);41620;83;1
3171393;31;Cluster 3 (Mineur A);50440;83;1
3171394;39;Cluster 2 (Majeur B);41620;83;1
3171395;37;Cluster 1 (Majeur A);52522;83;1
3171396;37;Cluster 1 (Majeur A);54811;83;1
3171397;31;Cluster 3 (Mineur A);50440;83;1
3171556;39;Cluster 2 (Majeur B);46515;81;1
3171557;39;Cluster 2 (Majeur B);46515;81;1
3171558;39;Cluster 2 (Majeur B);50440;83;1
3171562;37;Cluster 1 (Majeur A);52524;83;1
3171644;37;Cluster 1 (Majeur A);46859;335;1
3171645;39;Cluster 2 (Majeur B);52255;298;1
3171646;39;Cluster 2 (Majeur B);39023;298;1
3171715;37;Cluster 1 (Majeur A);54806;394;1
3171734;39;Cluster 2 (Majeur B);54808;394;1
3171893;39;Cluster 2 (Majeur B);52255;298;1
3171901;37;Cluster 1 (Majeur A);46851;81;1
3171905;37;Cluster 1 (Majeur A);41622;81;1
3171906;37;Cluster 1 (Majeur A);41560;81;1
3171992;37;Cluster 1 (Majeur A);41623;161;1
3171993;39;Cluster 2 (Majeur B);41623;161;1
3172046;37;Cluster 1 (Majeur A);46829;3;1
3172047;37;Cluster 1 (Majeur A);52519;3;1
3172048;37;Cluster 1 (Majeur A);46841;3;1
3172055;37;Cluster 1 (Majeur A);46433;10;1
3172057;37;Cluster 1 (Majeur A);46874;10;1
3172104;37;Cluster 1 (Majeur A);46890;81;1
3172106;37;Cluster 1 (Majeur A);46890;81;1
3172107;37;Cluster 1 (Majeur A);41559;81;1
3172112;22;Cluster 5 (Outliers);48382;81;1
3172114;22;Cluster 5 (Outliers);48382;81;1
3172120;37;Cluster 1 (Majeur A);52522;83;1
3172121;42;Cluster 5 (Outliers);41620;83;1
3172122;37;Cluster 1 (Majeur A);52524;83;1
3172124;37;Cluster 1 (Majeur A);41621;83;1
3172376;37;Cluster 1 (Majeur A);41623;161;1
3172378;37;Cluster 1 (Majeur A);41623;161;1
3172379;39;Cluster 2 (Majeur B);41623;161;1
3172555;37;Cluster 1 (Majeur A);46450;3;1
3172556;37;Cluster 1 (Majeur A);46829;3;1
3172557;37;Cluster 1 (Majeur A);50826;3;1
3172558;37;Cluster 1 (Majeur A);46450;3;1
3172559;39;Cluster 2 (Majeur B);50826;3;1
3172565;37;Cluster 1 (Majeur A);48117;10;1
3172779;37;Cluster 1 (Majeur A);41622;81;1
3172796;37;Cluster 1 (Majeur A);52522;83;1
3172797;37;Cluster 1 (Majeur A);41621;83;1
3172798;37;Cluster 1 (Majeur A);52524;83;1
3172805;37;Cluster 1 (Majeur A);54811;83;1
3173223;37;Cluster 1 (Majeur A);48117;10;1
3173247;39;Cluster 2 (Majeur B);45401;81;1
3173248;37;Cluster 1 (Majeur A);46515;81;1
3173249;39;Cluster 2 (Majeur B);48382;81;1
3173253;37;Cluster 1 (Majeur A);52522;83;1
3173254;37;Cluster 1 (Majeur A);52524;83;1
3173255;37;Cluster 1 (Majeur A);54811;83;1
3173330;34;Cluster 5 (Outliers);46863;20;-2
3173331;39;Cluster 2 (Majeur B);52255;298;1
3173366;36;Cluster 5 (Outliers);54806;394;1
3173367;37;Cluster 1 (Majeur A);54806;394;1
3173376;39;Cluster 2 (Majeur B);46863;20;-2
3173377;39;Cluster 2 (Majeur B);48109;20;-2
3173378;39;Cluster 2 (Majeur B);46852;20;-2
3173379;39;Cluster 2 (Majeur B);46896;20;-2
3173468;39;Cluster 2 (Majeur B);50825;335;1
3173600;37;Cluster 1 (Majeur A);46523;12;3
3173647;39;Cluster 2 (Majeur B);46829;3;1
